National Total;Autonomous Communities and Cities;Index type;Indices and rates;Periodo;Total
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2023QI;0.4
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2022QIV;2.9
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2022QIII;-0.8
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2022QII;3.4
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2022QI;1.5
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2021QIV;0.6
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2021QIII;3.8
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2021QII;3.6
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2021QI;-0.9
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2020QIV;-1.1
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2020QIII;5
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2020QII;4.1
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2020QI;-0.4
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2019QIV;1.3
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2019QIII;0
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2019QII;3.7
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2019QI;4.1
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2018QIV;-1.9
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2018QIII;4.9
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2018QII;1.7
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2018QI;2.8
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2017QIV;-2
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2017QIII;1.8
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2017QII;1.4
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2017QI;1.7
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2016QIV;-1.6
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2016QIII;-1.8
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2016QII;5.9
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2016QI;1.7
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2015QIV;0.3
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2015QIII;0.8
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2015QII;2.4
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2015QI;1
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2014QIV;-0.9
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2014QIII;1.2
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2014QII;1.2
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2014QI;1
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2013QIV;-3.8
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2013QIII;1.1
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2013QII;-5.6
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2013QI;-9.5
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2012QIV;-3.6
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2012QIII;-0.9
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2012QII;-1.9
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2012QI;-4.5
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2011QIV;-2.6
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2011QIII;-1.8
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2011QII;-0.6
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2011QI;-0.2
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2010QIV;-2.4
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2010QIII;-1.2
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2010QII;2.3
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2010QI;-1.9
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2009QIV;-0.2
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2009QIII;0.4
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2009QII;0.2
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2009QI;-0.3
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2008QIV;-0.1
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2008QIII;1.8
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2008QII;0.5
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2008QI;0.4
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2007QIV;3.3
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2007QIII;3.1
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2007QII;3.2
Nacional;14 Murcia. Región de;New dwelling;Quarterly variation rate;2007QI;5.2
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2023QII;5.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2023QI;6
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2022QIV;7.1
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2022QIII;4.8
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2022QII;9.6
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2022QI;9.9
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2021QIV;7.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2021QIII;5.5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2021QII;6.8
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2021QI;7.2
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2020QIV;7.7
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2020QIII;10.2
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2020QII;5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2020QI;4.6
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2019QIV;9.4
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2019QIII;5.9
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2019QII;11.1
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2019QI;8.9
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2018QIV;7.6
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2018QIII;7.5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2018QII;4.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2018QI;4
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2017QIV;2.9
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2017QIII;3.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2017QII;-0.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2017QI;4.1
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2016QIV;4.1
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2016QIII;6.2
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2016QII;9
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2016QI;5.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2015QIV;4.6
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2015QIII;3.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2015QII;3.7
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2015QI;2.5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2014QIV;2.4
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2014QIII;-0.5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2014QII;-0.7
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2014QI;-7.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2013QIV;-17
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2013QIII;-16.8
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2013QII;-18.4
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2013QI;-15.2
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2012QIV;-10.5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2012QIII;-9.6
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2012QII;-10.4
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2012QI;-9.2
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2011QIV;-5.1
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2011QIII;-4.8
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2011QII;-4.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2011QI;-1.5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2010QIV;-3.2
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2010QIII;-1.1
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2010QII;0.5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2010QI;-1.5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2009QIV;0.1
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2009QIII;0.3
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2009QII;1.7
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2009QI;2
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2008QIV;2.7
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2008QIII;6.1
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2008QII;7.5
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2008QI;10.4
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2007QIV;15.6
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2007QIII;16.7
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2007QII;16.9
Nacional;14 Murcia. Región de;New dwelling;Annual variation;2007QI;15.7
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2023QII;3.1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2023QI;0.4
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2022QIV;7.1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2022QIII;4.2
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2022QII;5
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2022QI;1.5
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2021QIV;7.3
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2021QIII;6.7
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2021QII;2.8
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2021QI;-0.9
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2020QIV;7.7
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2020QIII;8.8
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2020QII;3.6
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2020QI;-0.4
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2019QIV;9.4
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2019QIII;8
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2019QII;8
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2019QI;4.1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2018QIV;7.6
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2018QIII;9.7
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2018QII;4.5
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2018QI;2.8
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2017QIV;2.9
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2017QIII;5
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2017QII;3.1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2017QI;1.7
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2016QIV;4.1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2016QIII;5.8
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2016QII;7.7
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2016QI;1.7
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2015QIV;4.6
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2015QIII;4.3
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2015QII;3.4
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2015QI;1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2014QIV;2.4
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2014QIII;3.4
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2014QII;2.1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2014QI;1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2013QIV;-17
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2013QIII;-13.7
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2013QII;-14.6
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2013QI;-9.5
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2012QIV;-10.5
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2012QIII;-7.2
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2012QII;-6.3
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2012QI;-4.5
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2011QIV;-5.1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2011QIII;-2.5
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2011QII;-0.8
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2011QI;-0.2
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2010QIV;-3.2
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2010QIII;-0.9
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2010QII;0.3
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2010QI;-1.9
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2009QIV;0.1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2009QIII;0.3
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2009QII;-0.1
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2009QI;-0.3
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2008QIV;2.7
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2008QIII;2.8
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2008QII;0.9
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2008QI;0.4
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2007QIV;15.6
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2007QIII;12
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2007QII;8.6
Nacional;14 Murcia. Región de;New dwelling;Year-to-date variation rate;2007QI;5.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2023QII;128.024
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2023QI;125.563
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2022QIV;125.728
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2022QIII;127.855
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2022QII;126.896
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2022QI;124.154
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2021QIV;120.332
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2021QIII;119.062
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2021QII;116.09
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2021QI;113.455
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2020QIV;112.959
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2020QIII;111.904
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2020QII;111.587
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2020QI;110.182
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2019QIV;110.303
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2019QIII;109.634
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2019QII;108.773
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2019QI;106.806
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2018QIV;106.076
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2018QIII;106.032
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2018QII;103.829
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2018QI;102.866
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2017QIV;101.996
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2017QIII;102.602
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2017QII;101.433
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2017QI;100.333
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2016QIV;100.299
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2016QIII;101.021
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2016QII;101.004
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2016QI;99.948
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2015QIV;100.186
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2015QIII;101.271
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2015QII;100.969
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2015QI;97.574
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2014QIV;98.961
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2014QIII;99.813
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2014QII;99.468
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2014QI;96.61
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2013QIV;96.257
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2013QIII;97.421
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2013QII;97.66
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2013QI;99.276
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2012QIV;109.448
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2012QIII;113.365
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2012QII;116.416
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2012QI;118.964
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2011QIV;125.838
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2011QIII;132.074
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2011QII;134.619
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2011QI;136.935
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2010QIV;142.938
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2010QIII;141.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2010QII;145.075
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2010QI;143.067
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2009QIV;144.048
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2009QIII;143.631
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2009QII;143.143
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2009QI;143.114
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2008QIV;144.613
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2008QIII;148.499
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2008QII;151.475
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2008QI;153.188
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2007QIV;153.024
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2007QIII;152.981
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2007QII;150.055
Nacional;14 Murcia. Región de;Second-hand dwelling;Index;2007QI;144.171
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2023QII;2
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2023QI;-0.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2022QIV;-1.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2022QIII;0.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2022QII;2.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2022QI;3.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2021QIV;1.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2021QIII;2.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2021QII;2.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2021QI;0.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2020QIV;0.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2020QIII;0.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2020QII;1.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2020QI;-0.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2019QIV;0.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2019QIII;0.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2019QII;1.8
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2019QI;0.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2018QIV;0
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2018QIII;2.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2018QII;0.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2018QI;0.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2017QIV;-0.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2017QIII;1.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2017QII;1.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2017QI;0
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2016QIV;-0.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2016QIII;0
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2016QII;1.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2016QI;-0.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2015QIV;-1.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2015QIII;0.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2015QII;3.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2015QI;-1.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2014QIV;-0.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2014QIII;0.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2014QII;3
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2014QI;0.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2013QIV;-1.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2013QIII;-0.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2013QII;-1.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2013QI;-9.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2012QIV;-3.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2012QIII;-2.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2012QII;-2.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2012QI;-5.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2011QIV;-4.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2011QIII;-1.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2011QII;-1.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2011QI;-4.2
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2010QIV;1.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2010QIII;-2.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2010QII;1.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2010QI;-0.7
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2009QIV;0.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2009QIII;0.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2009QII;0
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2009QI;-1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2008QIV;-2.6
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2008QIII;-2
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2008QII;-1.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2008QI;0.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2007QIV;0
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2007QIII;1.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2007QII;4.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Quarterly variation rate;2007QI;3.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2023QII;0.9
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2023QI;1.1
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2022QIV;4.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2022QIII;7.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2022QII;9.3
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2022QI;9.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2021QIV;6.5
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2021QIII;6.4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2021QII;4
Nacional;14 Murcia. Región de;Second-hand dwelling;Annual variation;2021QI;3
